,SiO2,SiO2,SiO2,SiO2,SiO2,SiO2,SiO2,SiO2,SiO2,SiO2,TiO,Ti3O5,Ti2O3,Ti2O,Ti3O,TiO2,Ti2O3,Ti6O,Ti3O5,Ti3O5,Zr3O,Zr2O,ZrO2,Zr3O,ZrO2,ZrO2,ZrO2,ZrO2,Zr3O,ZrO2
SiO2,0.0,0.5454682043850424,0.703410733188423,0.6377938527305334,0.5264363094248249,0.42103406735121085,0.2299126321453181,0.45918071651930387,0.22958626992635953,0.5322352545218704,0.7552880698174491,0.6885372396502748,0.8424335753593302,0.6570696300959702,0.6745015704019329,0.7153892272905521,0.7545303488360182,1.1613291603751301,0.6568504403709284,0.6380534379646077,1.0801104547484877,1.3286873722686816,0.6437799613399781,1.072292658794715,0.8622833147105001,0.7473241647489806,0.6212407060098151,0.631880939236746,1.0649752612812942,0.7846901732642093
SiO2,0.5454682043850424,0.0,0.4175010881309778,0.256128491644641,0.2194056696149988,0.3039817195049034,0.6076481432040084,0.30633608080406954,0.609883403799121,0.2122872931418487,1.0200673437260621,0.8684232314104985,1.103534826843905,0.8866260486860238,0.850648364349723,0.8077447832883256,1.0065728627992272,1.1684812740292394,0.896547078544873,0.745053483579545,0.8603479398154594,1.0608030923400564,0.7831283682095987,0.8502290673720835,1.0147308799150518,0.9115215629685057,0.7419646440982488,0.7915726912408104,0.8425488180525076,0.9806397837691052
SiO2,0.703410733188423,0.4175010881309778,0.0,0.3269145802567496,0.3871932318434638,0.5056494081073561,0.7147058031200395,0.4179552585339409,0.7158276164980392,0.40166689875351375,1.0786899418864593,0.9588371702382662,1.1473365954825763,0.8707452671083085,0.8576049060493389,0.8393650949075114,1.0578557879650528,1.1728741426351268,0.9512816435401228,0.8331545383471756,0.9025773984567454,1.0359949873776095,0.8775783856918635,0.9116567597407887,1.0264201944313782,0.9320729440321046,0.8499993662769905,0.9046243394346818,0.9018498017404102,1.0381418009794192
SiO2,0.6377938527305334,0.256128491644641,0.3269145802567496,0.0,0.28151624485747856,0.4458548888324704,0.6593695315333957,0.3798912301339834,0.6605179081839645,0.27449595835317775,1.0773580952423047,0.920489452502541,1.1413410103072297,0.8880233678372352,0.8830387227691976,0.8479873570950489,1.0518270891703534,1.1733059270389339,0.921765939920059,0.776343296093949,0.8531094165181641,0.9993720244872156,0.8391146255513187,0.8607729756772846,1.0477739805570032,0.9600693439483591,0.7905042182390742,0.8323916522937123,0.8499466612906322,1.0308371498784403
SiO2,0.5264363094248249,0.2194056696149988,0.38719323184346377,0.2815162448574785,0.0,0.2914130742656483,0.5953808967522384,0.30045977287104564,0.5972553539542323,0.20613093177292868,1.018859278757042,0.8337638381284076,1.0712204387073962,0.8509842074598692,0.8446055887386883,0.8001864394523547,0.9912071669565508,1.1702685896047844,0.8665604197333736,0.7146483477027874,0.9047155429641656,1.059965661077861,0.7739654796063017,0.9050674386149772,1.030232689332538,0.9214137563602415,0.7324166097617898,0.7863058059224336,0.895902991740025,0.9710320803120237
SiO2,0.4210340673512109,0.30398171950490344,0.5056494081073561,0.4458548888324704,0.29141307426564833,0.0,0.454399472503228,0.2655706180982738,0.4550283533525595,0.3025779907312638,0.9316654128331004,0.7922367245431559,1.0073444020723161,0.8044043698189116,0.7803312874740505,0.7521404846173738,0.9406264905977781,1.1672888444732668,0.8137919943600204,0.6838106228140968,0.9481930852117099,1.1465800157738912,0.7327423372577171,0.9415940479172198,1.0137426556710898,0.9022041438614029,0.7010405284494523,0.7341640155327207,0.9389839366597676,0.9218066928012921
SiO2,0.2299126321453181,0.6076481432040084,0.7147058031200393,0.6593695315333957,0.5953808967522385,0.454399472503228,0.0,0.4736277408192781,0.0078413543660309,0.5755112019627506,0.8099477586322765,0.7057007361297456,0.8594963102894457,0.6883351797833148,0.6883858937095777,0.7197238672472056,0.7376104493914029,1.16756437055879,0.676115867961566,0.6874398386315063,1.167964004572366,1.3008292136583746,0.6622586178218582,1.1640087599828588,0.8602407780642588,0.7522548191441184,0.6621573000450937,0.672991827714526,1.1574126077996332,0.8193747351395859
SiO2,0.4591807165193039,0.3063360808040695,0.41795525853394094,0.3798912301339834,0.30045977287104564,0.2655706180982738,0.4736277408192781,0.0,0.4762701685706316,0.28863189623373886,0.9483711663730063,0.8412547244396451,1.0454315606365956,0.8250440017495599,0.8432848360730082,0.7971730386949363,0.9452218223617939,1.172976886198832,0.8413286959192317,0.7043240423134144,0.9819229012511512,1.0797116525362167,0.7921139487455271,0.9892859012064135,1.0006599666600668,0.9092642375740241,0.7249762660835706,0.8025788686408779,0.9784596583176585,0.9941961967247046
SiO2,0.2295862699263595,0.609883403799121,0.715827616498039,0.6605179081839645,0.5972553539542323,0.4550283533525594,0.007841354366030898,0.4762701685706316,0.0,0.5772963332329792,0.8056380291935055,0.7056136873424722,0.8578403116503848,0.6849633798170327,0.688986099086288,0.719675482803245,0.737703045952153,1.167529894369965,0.6758118384692431,0.6863179356058311,1.1684369311860945,1.2958914703744184,0.6596230100704366,1.1645072352392223,0.8553556514464433,0.7473696858596364,0.6595216967381163,0.6695962199707043,1.1579951603359342,0.8136801451965319
SiO2,0.5322352545218703,0.2122872931418487,0.4016668987535138,0.27449595835317775,0.20613093177292868,0.3025779907312638,0.5755112019627506,0.28863189623373886,0.5772963332329794,0.0,1.0039840406448362,0.8408295188371367,1.0748193052567654,0.8638859789677957,0.8361526714351704,0.7986865867447048,0.9740661779869431,1.1717102190366238,0.8648785407750791,0.7182831116010424,0.8912734300053953,1.067414095821414,0.781271110561282,0.890756768881708,1.0140480671709664,0.8941265498722237,0.7314019927135705,0.7873855533417012,0.8808831298943975,0.9630259906457455
